username, created_at, lng, lat, text
BrianDuenass, Thu Jan 28 07:22:39 +0000 2021, -119.165389, 34.181956, @STEVEN__DOES @alex_torres805 16 
BigHyacinth23, Thu Jan 28 07:22:39 +0000 2021, -85.242564, 35.091954, Trust The Process￼ 
ItsMsLeslie, Thu Jan 28 07:22:39 +0000 2021, -122.755776, 49.285459, https://t.co/nEjlTROCPW 
DenebolaZenFoto, Thu Jan 28 07:22:40 +0000 2021, -111.959151, 41.310972, Here’s a song for you… Down Incognito by Wingerhttps://t.co/6n3FjmFXLjTruth. 
heyitsisma, Thu Jan 28 07:22:41 +0000 2021, -119.782465, 36.786042, For a second, I thought that was Jessie Pinkman 
curlyheadzo, Thu Jan 28 07:22:41 +0000 2021, -77.036700, 38.895100, • Take Control • 📸- @brucetookit -----#modelingagency #brucetookit #dmvmodels #explore #gqmodel #guessmodel… https://t.co/XOotJifAQM 
HaasGarrett, Thu Jan 28 07:22:41 +0000 2021, -83.804475, 27.698682, If you take everything from me, I’ll give my self everything. 
pierre_ledesma, Thu Jan 28 07:22:41 +0000 2021, -73.831187, 40.670879, @jpmorgan I AM PIERRE LEDESMA DECLARED UNDER OATH BEFORE THE UNITED STATES JUSTICE THAT JP MORGAN CHASE BANK STOLEN… https://t.co/jlCw0QECua 
floresaashley, Thu Jan 28 07:22:41 +0000 2021, -149.758794, 61.235042, The way im not cuddled up watching uHnnNnn is kinda disrespectful rn 
Diiablo_g, Thu Jan 28 07:22:42 +0000 2021, -115.579879, 30.156488, @luisa_ferr_ Te quedaron muy bien 
reymello123, Thu Jan 28 07:22:42 +0000 2021, -87.732013, 41.833585, Ghost... This not even a competition 
test5geo1798, Thu Jan 28 07:22:42 +0000 2021, -118.411907, 34.020789, TEST_GEO_Hierarchy: 019258e0-2253-41b6-bbe7-6ab28296e5c7 
andersonc, Thu Jan 28 07:22:42 +0000 2021, -80.244984, 36.087169, It is snowing in Winston-Salem NC 
test5geo1798, Thu Jan 28 07:22:42 +0000 2021, -119.306608, 37.269176, TEST_GEO_Hierarchy: 6380ff04-f3d3-4a04-b961-41b648f7ef7b 
LadyrebelFL, Thu Jan 28 07:22:42 +0000 2021, -82.781350, 28.029418, @cw_spn @JensenAckles @jarpad #SPNFamilyForever #spnfanarthttps://t.co/WvtpzYrI9c 
Fabian54774498, Thu Jan 28 07:22:43 +0000 2021, -74.066663, 40.718001, https://t.co/hZtheJ6sXM 
rafalafaa, Thu Jan 28 07:22:43 +0000 2021, -117.716173, 34.119017, The actress being all MAGA really sux 
percgs300, Thu Jan 28 07:22:44 +0000 2021, -115.223125, 36.232915, HAAAAAAA EVERYONE TRYING TO FOGURE OUT ROBINHOOD TONIGHT FOR TOMORROW. scrubs. 
amiranaamo1, Thu Jan 28 07:22:44 +0000 2021, -119.306608, 37.269176, @fZIglW3HRVDLLaH يسعد صباحك 🌸🌸 
yokkiiee666, Thu Jan 28 07:22:45 +0000 2021, -117.396000, 33.948100, Just posted a photo @ Riverside, California https://t.co/KCo6JgeMe3 
mewtoos, Thu Jan 28 07:22:45 +0000 2021, -98.317683, 26.208802, LESSSGOOO MAX PULLIN THRU 
JvdeLvuryn, Thu Jan 28 07:22:45 +0000 2021, -89.972622, 38.806053, Aye I’m finna lock in. Watch this 🤫 
_horrorchata, Thu Jan 28 07:22:45 +0000 2021, -119.637156, 36.331343, I give up 
Romberto66, Thu Jan 28 07:22:45 +0000 2021, -119.710694, 39.574217, So if we as a Nation are Physically Attacked, then I am going ALL BALLISTIC! We are so open and ripe for takeover!… https://t.co/bG0BMhR3B2 
ItsAvaBrooke, Thu Jan 28 07:22:45 +0000 2021, -96.291649, 30.585471, Carter has now turned me into a lowkey Star Wars nerd pls help me 
alize_cristal96, Thu Jan 28 07:22:45 +0000 2021, -85.170051, 41.086917, @Patrick27379157 @signed_bypluto Lol bet 
MColetteK, Thu Jan 28 07:22:45 +0000 2021, -90.375446, 38.699745, The Mysteries of Life PAY-WELL as a LONG INVESTMENT for CHARLATANS 
GoodOlePorter, Thu Jan 28 07:22:46 +0000 2021, -78.636469, 43.866011, beaaaaaacon 
adina_chava, Thu Jan 28 07:22:46 +0000 2021, -73.184406, 42.717287, #jewsinthewild #Jewessinthewild 🌳😘 https://t.co/LiGb8SHUGm 
Fabian54774498, Thu Jan 28 07:22:46 +0000 2021, -74.066663, 40.718001, https://t.co/5hnYuFa1Ei 
davidp509, Thu Jan 28 07:22:46 +0000 2021, -120.882482, 47.273022, Can I take you up in the mountains and go on a trail🏔? Get away from the bullshit, maybe have a beer together:) 
HSHToria, Thu Jan 28 07:22:47 +0000 2021, -83.099288, 42.352787, @femme_phememe @tcberenson @abbyvesoulis No policy. Comms. Smh 
justfine117, Thu Jan 28 07:22:47 +0000 2021, -85.123677, 42.327574, @JaniceDean @NYGovCuomo Unlikely. 
EvanTee_, Thu Jan 28 07:22:47 +0000 2021, -74.153947, 40.572376, Gimme 
miguel96707, Thu Jan 28 07:22:47 +0000 2021, -122.650892, 38.958347, It stopped snowing but it didn’t 🍻😉🤨❄️ 
_nanasss, Thu Jan 28 07:22:47 +0000 2021, -122.228685, 37.791994, Welp let me go download that app😭😭😭 
stonecolddom, Thu Jan 28 07:22:47 +0000 2021, -118.156711, 33.809172, I see a bunch of niggas think they Jordan Belfort lmao 
DreaVegas, Thu Jan 28 07:22:48 +0000 2021, -115.133373, 36.249124, @az_wanderer Thank you 
ElMarijuano1400, Thu Jan 28 07:22:48 +0000 2021, -122.228685, 37.791994, @ReverieLOVE Thats some real talk, I don't know you personally but I care about you, I've been following you for aw… https://t.co/OQkXrWgXsH 
lepetitedweeb, Thu Jan 28 07:22:48 +0000 2021, -75.117998, 40.004866, 222 
MichaeldaVinci_, Thu Jan 28 07:22:48 +0000 2021, -85.242564, 35.091954, @skinnypuppies 🤗 
MrNaassir, Thu Jan 28 07:22:48 +0000 2021, -73.831187, 40.670879, @Manzoor01162219 @_saramunir @AbrarGulshan @Nimrabu55782621 @mohsinmalvi19 @AsimIqb19777512 @endahsang @neelofer23… https://t.co/n7Mk7PvxtE 
crawfordsj0nah, Thu Jan 28 07:22:49 +0000 2021, -86.145320, 39.583039, that was hectic 
IKilledFashion0, Thu Jan 28 07:22:49 +0000 2021, -117.158500, 32.715500, New vid. Cum catch it 💦💦💦💦💦 https://t.co/cEsmOgar8f @ San Diego, California https://t.co/ekdAIr3BGi 
charismarambula, Thu Jan 28 07:22:49 +0000 2021, -121.641268, 36.689149, Decided to post her here too 😛 https://t.co/JcRRG2mp2y 
FeezleMania, Thu Jan 28 07:22:50 +0000 2021, -115.135165, 36.060964, @Kittkatkandybar Fucked my high 
Apexfl3xx, Thu Jan 28 07:22:50 +0000 2021, -98.245675, 26.240690, Just wanna say, Nathan told me earlier today if I got to 3,000 likes he would take me on an $800 shopping spree at… https://t.co/ckFWxYzisl 
kevinefonseca, Thu Jan 28 07:22:50 +0000 2021, -117.319871, 34.057348, @ivetteBel_ awiwi 
jwconant1, Thu Jan 28 07:22:50 +0000 2021, -97.754724, 30.323346, Nobody wants to hear anything more from her especially her be best bullshit! 
nataliebordeau1, Thu Jan 28 07:22:51 +0000 2021, -73.723025, 45.557830, Miaow 
lauarewatts, Thu Jan 28 07:22:51 +0000 2021, -166.599693, 23.691364, @anatarahes @spaceengineer14 @alexisphero He’s asleep now I hope. When do we stop torturing him? 😜 
Joc_ThaDon, Thu Jan 28 07:22:51 +0000 2021, -81.734812, 41.384923, @Tmitch300 My dawg 4L since young niggas 🤟🏽 
fitterisfunner, Thu Jan 28 07:22:51 +0000 2021, -117.297000, 33.122000, Just posted a photo @ Carlsbad, California https://t.co/xWugwH4G6Y 
FoolieJiGG, Thu Jan 28 07:22:52 +0000 2021, -83.173867, 32.678207, I got scared bih 😂😂😂😂😭 
xo_tiffany01, Thu Jan 28 07:22:53 +0000 2021, -110.915573, 32.189391, hi twitter, guess who might come back 🙈 
jeannnpi, Thu Jan 28 07:22:53 +0000 2021, -80.233328, 25.782353, Necesito desahogarme. 
godwasamushroom, Thu Jan 28 07:22:53 +0000 2021, -122.669236, 47.561802, Imagine 50 First Dates, but it's me buying and eating Rice Krispies Treats. 
alexblasig, Thu Jan 28 07:22:53 +0000 2021, -96.761753, 32.819858, @BleacherReport @HaakThrive @B_Johnson_1 
Legitwhit93, Thu Jan 28 07:22:53 +0000 2021, -117.851089, 33.842863, @_xozara It was a little pricey, but pretty fun! 
twoinchtape, Thu Jan 28 07:23:13 +0000 2021, -97.754724, 30.323346, @Kate_Baldwin I love you 
kimmy6192004, Thu Jan 28 07:23:13 +0000 2021, -117.022463, 32.633767, @Karri_Kemyst @brat2381 I read through the comments. And laughed my ass off! https://t.co/ZSbnG0iYzl 
PrincessGeminin, Thu Jan 28 07:23:13 +0000 2021, -115.223125, 36.232915, https://t.co/SARAjRI3f7https://t.co/VHBchw5HSNhttps://t.co/enivgn6993https://t.co/5KycfztZHC https://t.co/q8c84SrctE 
kimmycaaakes, Thu Jan 28 07:23:14 +0000 2021, -118.076746, 33.907251, @tmninaturtle Omg me too, 5 hours 😅 lmfao at least we have each other 
LawrenceHnyc, Thu Jan 28 07:23:14 +0000 2021, -73.967500, 40.777900, Ask and ye shall receive... .#message #universe #life #seasons #mrcolgatesmile #lhnyc #people #innercircle… https://t.co/wObJanCA4T 
iC0dexx, Thu Jan 28 07:23:14 +0000 2021, -118.411907, 34.020789, @tsk_kdforlife Can confirm, IT DOES NOT 
shamelessdeeds, Thu Jan 28 07:23:14 +0000 2021, -86.927537, 33.476010, @NonchalantStacy I am 
JreidPrime, Thu Jan 28 07:23:14 +0000 2021, -111.928142, 33.392884, @KPhucinTrann @OGBobbyGabriel DM me too! I wanna know haha 
xxxmikemaverick, Thu Jan 28 07:23:14 +0000 2021, -73.968542, 40.780709, @DanWWE4Life https://t.co/yrOgzadDgn 
adrianooca, Thu Jan 28 07:23:14 +0000 2021, -106.568008, 31.452274, @fabiorafd @gouwsgr Perfect …! 
nygllizzy, Thu Jan 28 07:23:14 +0000 2021, -77.811654, 35.972276, They say i got mail .. He got nailed 🤐 
crazyplaysmikey, Thu Jan 28 07:23:14 +0000 2021, -76.986807, 39.041697, Im not a perfect man but Im honest and trustworthy! 
betayoch, Thu Jan 28 07:23:15 +0000 2021, -119.306608, 37.269176, I work all day and when I drive home I think about my pets and how I look forward to them being happy I’m home 🥰 
LesP63333817, Thu Jan 28 07:23:15 +0000 2021, -115.234435, 36.018805, My God! This woman is so fucking ugly!!! 
jo82673633, Thu Jan 28 07:23:15 +0000 2021, -82.163663, 33.536182, Kaley an I miss baseball live !! 
ritmo_mundo, Thu Jan 28 07:23:15 +0000 2021, -118.244500, 34.056400, Throwback Thursday @ Los Angeles, California https://t.co/oVgsElK1DC 
PreacherDudeRox, Thu Jan 28 07:23:15 +0000 2021, -77.007478, 39.090454, @s0mewun2 @SelisThatBitch I’ll humor you on the other tweet tomorrow, a nigga is muh fuggin tide 
AStevensXXX, Thu Jan 28 07:23:15 +0000 2021, -118.411907, 34.020789, Joined team #locked @C0ckD holds the key 🔑. How long will I be locked for? https://t.co/kiZR5Fc3LN #lockedsub… https://t.co/IwN0jAM5cK 
SharonSeattle, Thu Jan 28 07:23:16 +0000 2021, -122.330602, 47.614817, Let's elect @EricG1247 and get rid of Devin Nunes for good! https://t.co/o2nt6HP18y 
nnlfrecth_, Thu Jan 28 07:23:16 +0000 2021, 124.628501, 8.376078, bright gyd kaayo ni among kobe kabalo na syag high five, sit, stand, jump ug lay. 🥰 
Iampictorius, Thu Jan 28 07:23:16 +0000 2021, -123.123581, 49.257639, Mais, oui!#ParamountPlus est à la recherche!Alors, ici c’est la fin du monde...👊🏼👊🏼👊🏼 
luiskingbey, Thu Jan 28 07:23:16 +0000 2021, -121.873730, 37.331159, The worst part is that my grandparents were gonna visit us from Mexico 2020 Covid delayed that and Covid took my Gr… https://t.co/S5bUUPVlDA 
lila_seidman, Thu Jan 28 07:23:16 +0000 2021, -118.411907, 34.020789, @saskiakeultjes Whoops. Best moment ❤️ 
KnehrEmily, Thu Jan 28 07:23:17 +0000 2021, -115.223125, 36.232915, When you get nervous because your boyfriend brings his phone to the bathroom instead of leaving it on the bed when he gets up. #thatsontrama 
ZeusAndreux, Thu Jan 28 07:23:17 +0000 2021, -84.433106, 33.767195, @SameOlDarius You can’t come over then 😂 https://t.co/GlQqU3FzzZ 
terisbook, Thu Jan 28 07:23:17 +0000 2021, -73.135176, 41.316085, @bnwaterbury 
GangstaTrell__, Thu Jan 28 07:23:18 +0000 2021, -87.732013, 41.833585, Love tf out women so bad 😭😫 don’t understand how niggas even think about puttin hands on y’all 😒 
nick_till32, Thu Jan 28 07:23:18 +0000 2021, -121.945574, 36.587838, This asshole is somehow on the education committee in the House. She should be expelled 
MasconceptArt, Thu Jan 28 07:23:18 +0000 2021, -120.471810, 37.316222, We can do it -buy buy buy buy #dogecoin https://t.co/BMQsPzOo3f 
qckwitted1, Thu Jan 28 07:23:18 +0000 2021, -89.876449, 32.571032, https://t.co/Q7KUlN80dP 
mitzi4vols, Thu Jan 28 07:23:19 +0000 2021, -85.978600, 35.830522, @wakawaka0728 @Volocity5 @VolRumorMill Then WTF do we have to lose?!?  Give him a chance!! 
KatherynScott, Thu Jan 28 07:23:19 +0000 2021, -117.851089, 33.842863, @JimDeMint @seanmdav @MarkMeadows @CPInst The Republican Party is dead. Make a new party. There’s no forgiving what they’ve done. 
itsmejjp, Thu Jan 28 07:23:19 +0000 2021, -96.761753, 32.819858, Didn’t go 🤦🏿‍♂️ 
insidehismind, Thu Jan 28 07:23:19 +0000 2021, -97.285913, 32.779967, WHAT. THE. HELL 
lajorkm, Thu Jan 28 07:23:19 +0000 2021, -73.948775, 40.655138, @pierrewarrenj46 It didn’t stop Trump from running for President even though he was unfit! 
cmtzo, Thu Jan 28 07:23:19 +0000 2021, -116.929102, 32.332876, @NinjaHodon No uso GIFs 
kwheels18, Thu Jan 28 07:23:20 +0000 2021, -122.630908, 45.536402, @bjoewolf @mehdirhasan @IlhanMN @RashidaTlaib @ehananoki @jaketapper Tapper mopped the floor with that clown lol!! https://t.co/B1LU44na8Z 
alayzshaa, Thu Jan 28 07:23:20 +0000 2021, -92.076701, 32.521243, my red mode change on &amp; off it wont stay red 😭😭😭 
Vandunk70, Thu Jan 28 07:23:20 +0000 2021, -95.446486, 29.838495, @jettica65 Me too!!!! Preferably someone exonerated from death row! 
GoodOlePorter, Thu Jan 28 07:23:22 +0000 2021, -78.636469, 43.866011, i’m the slow stroke king 
thisisfay, Thu Jan 28 07:23:22 +0000 2021, -73.723025, 45.557830, i may be biased because @911onFOX is my favourite show but @911LoneStar really has the best written pilot i've seen… https://t.co/mQXOixTMbP 
therealnarz3x, Thu Jan 28 07:23:22 +0000 2021, -74.081489, 40.878279, I need to stop then... 
msssgetdoughhhh, Thu Jan 28 07:23:22 +0000 2021, -115.223125, 36.232915, Been Feeling Lowkey Sick All Day😅 
MikeZiemer, Thu Jan 28 07:23:22 +0000 2021, -96.761753, 32.819858, .@chamath  https://t.co/c9YnwEXZiQ 
MichelleLeight1, Thu Jan 28 07:23:22 +0000 2021, -70.438882, 43.474162, I entered the Rocket Mortgage® Super Bowl Squares Sweepstakes and you can too! Enter for your chance to win big dur… https://t.co/b1WkYdiv4k 
Mex7can, Thu Jan 28 07:23:23 +0000 2021, -118.411907, 34.020789, iconic https://t.co/dZi7YEw6Em 
MrNaassir, Thu Jan 28 07:23:23 +0000 2021, -73.831187, 40.670879, @sharifyounis2 💕♻💕﷽💕♻💕💕ٱلسَّلَامُ عَلَيْكُمْ ورحمة الله وبركات💕♻💕یاذوالجلال والاکرام یاکریم یاالرحمن یاالرحیم💕♻… https://t.co/Okhek8yPgj 
tizmycountry2, Thu Jan 28 07:23:23 +0000 2021, -122.435979, 37.770657, @staceyabrams @nwotyar Well if you’re on it, it will be done! Do your thing Stacey! #StatehoodForWashingtonDC #StatehoodForPuertoRico 
NematPejman, Thu Jan 28 07:23:23 +0000 2021, -104.922093, 39.713563, @iJGftlSVSeGyAiX يسعدلي صباحك وكل أوقاتك 
brendenwillis10, Thu Jan 28 07:23:23 +0000 2021, -119.306608, 37.269176, Uh haha 
macguapo, Thu Jan 28 07:23:23 +0000 2021, -118.203378, 33.925262, Damn, just dropped my lettuce. https://t.co/cpsjT9qVpb 
kiararobinson11, Thu Jan 28 07:23:24 +0000 2021, -95.446486, 29.838495, shit used to be so simple 😭 
ErickDelValleee, Thu Jan 28 07:23:24 +0000 2021, -100.155246, 25.923025, @Ricardoen4 @LokutorYanArt 
M3XRFW, Thu Jan 28 07:23:24 +0000 2021, -118.359860, 33.758771, I was just reading through Wall Street bets and there’s like an entire wave of boomers getting into GameStop just t… https://t.co/ocITRlB5rB 
luhholt, Thu Jan 28 07:23:24 +0000 2021, -89.876449, 32.571032, This my exact face enjoying tf out these blessings 
mrdiaz72, Thu Jan 28 07:23:24 +0000 2021, -117.480990, 33.994912, @CBSNews I’m still waiting for the $600 we were recently promised 
keaijahawkins, Thu Jan 28 07:23:25 +0000 2021, -84.433106, 33.767195, 💀 
DoraVal85617194, Thu Jan 28 07:23:25 +0000 2021, -100.076888, 31.168893, Love me some @NeNeLeakes 
BrandonByrum4, Thu Jan 28 07:23:25 +0000 2021, -79.420865, 38.003376, She is a fuckn nutcase fury for life 💯 take her phone away now fury for life 💯 
JulianHiggins, Thu Jan 28 07:23:25 +0000 2021, -118.411907, 34.020789, @SeanHackman https://t.co/Vh4ybfiR5v 
BillyRa24513369, Thu Jan 28 07:23:25 +0000 2021, -94.861576, 32.389559, The one with the cross eyes 
ThePolypreneur, Thu Jan 28 07:23:26 +0000 2021, -111.997441, 40.678703, @JuniorToleafoa Aye stfu go sleep you faka LoL 
m_floress2, Thu Jan 28 07:23:26 +0000 2021, -117.603783, 34.045158, Starting any sentence with “before covid” is beginning to sound depressing now lol 
1uptop_Ahk, Thu Jan 28 07:23:26 +0000 2021, -78.853563, 42.896230, Hungry 
wendydshaffer, Thu Jan 28 07:23:26 +0000 2021, -96.053431, 41.275721, Thee United States lags behind other parts of the world when it comes to masks. Several Asian countries, including… https://t.co/sbm76vTQ4U 
TheRealTJP_, Thu Jan 28 07:23:26 +0000 2021, -115.223125, 36.232915, @GingerFish19 https://t.co/rJnPtcGxOw 
MosdellRichard, Thu Jan 28 07:23:27 +0000 2021, -123.370838, 48.496225, @coops @mikeindustries @mrdonut 👙 is my guess all guys have watched it 10x... 
SidInTheCut, Thu Jan 28 07:23:27 +0000 2021, -86.244729, 32.364145, you’re past due, remember you was dissin in the classroom 
lolsoroni, Thu Jan 28 07:23:27 +0000 2021, -83.173867, 32.678207, Can’t sleep but I hope everyone is fighting their battles and winning, cuz at the end of the day you matter and people love you ♋️ 
WolfHudsonIsBi, Thu Jan 28 07:23:27 +0000 2021, -118.411907, 34.020789, @Stefani_Special https://t.co/9Yg1FB5Rk0 
DWaggerby, Thu Jan 28 07:23:28 +0000 2021, -120.583402, 44.145437, So we need to bore tunnels get utilities piped in and get our infrastructure safe! @boringcompany 
DonThaPhantom, Thu Jan 28 07:23:28 +0000 2021, -118.156711, 33.809172, Somebody already came out with one lol https://t.co/edwcYZzjHW 
ItzDirtMcgirt, Thu Jan 28 07:23:28 +0000 2021, -116.278162, 33.668046, It’s ferocious when broke mfs get focused 
PrezJoshua, Thu Jan 28 07:23:28 +0000 2021, -77.014398, 38.898603, Keri please.... 
labgirllaura, Thu Jan 28 07:23:28 +0000 2021, -122.630908, 45.536402, NOW you decide? 
tayyyr_, Thu Jan 28 07:23:28 +0000 2021, -84.151150, 33.442425, why am i up at almost 3am ordering girl scout cookies 🤣🤣🤣🤣 
marianomike, Thu Jan 28 07:23:29 +0000 2021, -121.979527, 37.523645, @studioanisa Having worked on both large and small teams, smaller teams definitely iterate faster and a UI/UX perso… https://t.co/R0Uq2yXjdu 
JCGM_02, Thu Jan 28 07:23:29 +0000 2021, -100.244559, 26.123250, @FcMutuals sigan a @CruzAzulCD 
anakaren5611, Thu Jan 28 07:23:29 +0000 2021, -118.393044, 45.933714, finding out what he likes gross me out 😂🤢 
Ian_buster, Thu Jan 28 07:23:29 +0000 2021, -117.562152, 34.121670, I want Girl Scout cookies asap 
Iownher, Thu Jan 28 07:23:30 +0000 2021, -118.222017, 33.884968, When COVID is over starting to sound a lot like when hell freezes over 🥶 
Mourningpizza_, Thu Jan 28 07:23:30 +0000 2021, -111.917026, 40.765805, There are very few things that fill me with the kind of rage I get when brands reply to my, or my friends posts/comments 
LiqueTweetss, Thu Jan 28 07:23:30 +0000 2021, -89.922029, 35.133521, you miss me? text me i probably miss you too 😒 
ashleyraylene23, Thu Jan 28 07:23:30 +0000 2021, -118.411907, 34.020789, At this point, I should just drop out. Lmaoooo jk y’all... maybe. 
lakshitha268, Thu Jan 28 07:23:30 +0000 2021, -83.099288, 42.352787, @sasini0211 @nipuna__d @unknown_lankan @PraveenNadeera @jimpapz අද මොකක්ද වෙන්නේ අක්කේ 🤔 
Da_BeastBaker, Thu Jan 28 07:23:30 +0000 2021, -111.547029, 39.499762, The butterflies are back 
MarkAnthony0215, Thu Jan 28 07:23:31 +0000 2021, -82.019612, 41.382464, Nope! I stopped a long time ago and have been eating on my own for years 
strawberrydeviI, Thu Jan 28 07:23:31 +0000 2021, -112.124676, 33.552863, cyrus put our pizza in the toaster oven for 30 minutes on the “grill” setting &amp; it’s black &amp; I’m still eating it ..… https://t.co/XNlfsp3oPP 
test5geo1798, Thu Jan 28 07:23:31 +0000 2021, -122.398720, 37.781157, TEST_LAT/LON: 70bf9965-d09f-44b6-b1e0-dad8eb6d1ffe 
WillyM__, Thu Jan 28 07:23:31 +0000 2021, -118.411907, 34.020789, @Josue_Cruise Tried* 
marishigh, Thu Jan 28 07:23:31 +0000 2021, -122.232934, 37.497293, had to make sure before sharing my alfredo w milo https://t.co/HFzylAmHPF 
TheLifeOfNisha, Thu Jan 28 07:23:31 +0000 2021, -119.782465, 36.786042, You don’t want to be completely free from something if you’re still willing to leave bits and pieces of it in your… https://t.co/wiTZtlNGhM 
HaveHopeAlways1, Thu Jan 28 07:23:31 +0000 2021, -87.683700, 41.896000, 𝘖𝘶𝘳 𝘤𝘰𝘰𝘬𝘪𝘯𝘨 𝘪𝘴 𝘧𝘢𝘣𝘶𝘭𝘰𝘶𝘴 𝘦𝘷𝘦𝘯 𝘵𝘩𝘦 𝘴𝘮𝘰𝘬𝘦 𝘢𝘭𝘢𝘳𝘮 𝘪𝘴 𝘤𝘩𝘦𝘦𝘳𝘪𝘯𝘨 𝘰𝘯 𝘶𝘴 𝘰𝘯. @ Ukrainian Village, Chicago https://t.co/f1MwOMMAdn 
Swits123, Thu Jan 28 07:23:31 +0000 2021, -96.172430, 42.783456, https://t.co/lAxp2VBuB6 
Dickslanging20, Thu Jan 28 07:23:32 +0000 2021, -97.754724, 30.323346, Ima handsome Nigga wit Hood tendencies 👿 
ninaross57, Thu Jan 28 07:23:32 +0000 2021, -115.061127, 36.184754, https://t.co/GBK06WbSLI 
HSHToria, Thu Jan 28 07:23:32 +0000 2021, -83.099288, 42.352787, I need more international people on my tl so I have someone to play with late at night. I have Shara but I need more! 
NoahAlexander56, Thu Jan 28 07:23:32 +0000 2021, -117.915261, 34.138088, @wendythepoooh @rxangel03 @wendythepoooh Yea your 💯 percent right but its rough out here 😅 
Danbravo26, Thu Jan 28 07:23:33 +0000 2021, -118.203378, 33.925262, Horchata 😋 
rjtees1, Thu Jan 28 07:23:33 +0000 2021, -75.028639, 39.789530, @PamelaGeller 🦅Save America🦅🦅President Trump🦅I'm happy to takeyou in 🦏🤥💩🪰Get over here🐉🪱with the other🐀🪳💢 👺🐗🐲… https://t.co/tBjkP1MhiW 
hayes_morey, Thu Jan 28 07:23:33 +0000 2021, -86.680738, 32.576227, @isabella_wet hey baby https://t.co/RZ8OP1LcSo 
dahowlingwookie, Thu Jan 28 07:23:34 +0000 2021, -118.156711, 33.809172, Follow YO_VIC_ Twitch! This guys is literally my brother and trying to affiliate... hep him out and tell em wookie… https://t.co/twA8H5v6Zr 
BestLiFanNa, Thu Jan 28 07:23:34 +0000 2021, -122.144030, 37.414371, #DeadbyDaylight 我哪像个in patient的病人 晚上不睡觉打游戏🙈🙈🙈🙈🙈🙈🙈 https://t.co/1uiOsj1EdZ 
kthreatt09, Thu Jan 28 07:23:34 +0000 2021, -80.699969, 34.212477, Twitter fingers it’s about to get deadly, catch you in the streets social media can’t help you @IamMRMOSELY 
madisonbunnii, Thu Jan 28 07:23:34 +0000 2021, -120.987468, 37.663817, Me vs Old high school classmates running into each other at the store 😂 https://t.co/enXYcEfmiv 
ib_shaw, Thu Jan 28 07:23:35 +0000 2021, -74.184848, 40.734494, Oh so this the freak 
yooboyjuice_, Thu Jan 28 07:23:35 +0000 2021, -97.135638, 32.701850, 💀💀🤣🤣🤣 
charlyiga, Thu Jan 28 07:23:35 +0000 2021, -100.293591, 25.641718, @Reforma @rocionahle Ay no mamen, pinche vieja no cree más que en el periódico para hacer lumbre y en el carbón para cocinar 
twoinchtape, Thu Jan 28 07:23:35 +0000 2021, -97.754724, 30.323346, Facts 
al_also, Thu Jan 28 07:23:35 +0000 2021, -101.166961, 25.032632, Ups, estoy de viaje en la montaña rusa! 🙄 
DeborahShells, Thu Jan 28 07:23:35 +0000 2021, -122.330602, 47.614817, @Tessara15 @DanRather Stable genius. 
yo_yesiii, Thu Jan 28 07:23:36 +0000 2021, -121.300425, 37.980826, Anyways if y’all know something speak up 
AtlantaFilmLife, Thu Jan 28 07:23:36 +0000 2021, -84.433106, 33.767195, Unleash All The Cats! Silverback Is Ready. #catsjudgingmarjorie https://t.co/3rZiLn33SM 
mistyb415, Thu Jan 28 07:23:37 +0000 2021, -122.467599, 37.710032, I'm at Brotherhood Way Open Space in San Francisco, CA https://t.co/2ihkrQ97Us 
ConnerBoof, Thu Jan 28 07:23:38 +0000 2021, -89.922029, 35.133521, Can u imagine showing an ancient Mesopotamian Higher by Creed 
BKLYN1980, Thu Jan 28 07:23:39 +0000 2021, -73.948775, 40.655138, @nypost Tekashi SNITCH9INE 2.0 😅😅😂😂🤣🤣 
turnterz, Thu Jan 28 07:23:39 +0000 2021, -78.895441, 35.990983, if all of the kings had their queens on the throne... https://t.co/Tu5AY7h7iQ 
JinaDensing, Thu Jan 28 07:23:39 +0000 2021, -123.130836, 49.174242, @rckyyy_astro Oo nga e im like uh 
ASBSmartBiz, Thu Jan 28 07:23:39 +0000 2021, -115.234435, 36.018805, @RobertPLewis At first glance... yes... "Then the Gallows were quiet... the streets were cleansed of evil so sinist… https://t.co/uNkSz5dRFk 
Sandiemcr, Thu Jan 28 07:23:39 +0000 2021, -80.240128, 43.534199, @CamGuthrie @uofg I’m sorry but I don’t trust them. I don’t trust the ones with covid who were partying... to stay… https://t.co/EDPg7nt2aH 
OdeLopez, Thu Jan 28 07:23:39 +0000 2021, -122.435979, 37.770657, No puedo creer el caso de la venezolana violada en Argentina, en una entrevista de trabajo Vi el vídeo y fue demasiado desgarrador 
FeatherC1, Thu Jan 28 07:23:39 +0000 2021, -94.180888, 46.368438, @Krave_Rock @SUFC_Matty @POTUS Yes, for the past 4 years people have said that I am their president. 
NashierSheetal, Thu Jan 28 07:23:40 +0000 2021, -123.754776, 48.621596, A good leader would never leave it's people in fear #modifails 
DonDivo2, Thu Jan 28 07:23:40 +0000 2021, -83.173867, 32.678207, Keep your space clean (ppl around you ) so you can think and move clearly 
Blaquaman_242, Thu Jan 28 07:23:40 +0000 2021, -99.772738, 25.167144, Bey een even no slappin up at this point 
